0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	14	14	0	0	0	0	0	0	0	0	14	14	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	14	14	14	0	0	0	0	0	0	14	14	14	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	14	14	14	14	11	11	11	11	14	14	14	14	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	2	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	14	14	0	11	0	14	14	14	14	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	14	14	0	11	0	14	14	14	14	14
0	0	0	2	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	14	14	14	14	14	0	11	0	14	14	14	14	14
0	0	0	11	11	11	11	11	11	11	11	11	11	11	11	0	0	0	0	14	14	14	14	14	0	11	0	14	14	14	14	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	14	14	0	11	0	14	14	14	14	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	14	14	14	0	11	0	14	14	14	14	14
